class,tel,filt,night,exposure,imageid
3,2,o,a60039o0709,02821,02a60039o0709o
3,2,o,a60020o0755,01702,02a60020o0755o
3,2,c,a57870o0572,02830,02a57870o0572c
3,2,c,a59677o0193,00843,02a59677o0193c
3,2,c,a59880o0052,00822,02a59880o0052c
3,2,c,a59873o0046,04445,02a59873o0046c
3,2,o,a59902o0604,02985,02a59902o0604o
3,2,c,a59698o0584,00686,02a59698o0584c
3,2,o,a60009o0625,10357,02a60009o0625o
3,2,o,a57948o0243,22223,02a57948o0243o
3,2,o,a59087o0260,00144,02a59087o0260o
3,2,o,a60039o0730,06534,02a60039o0730o
3,2,o,a60027o0481,00617,02a60027o0481o
3,2,c,a59677o0193,04380,02a59677o0193c
3,2,o,a60039o0709,07785,02a60039o0709o
3,2,o,a59913o0653,02720,02a59913o0653o
3,2,o,a59509o0703,04839,02a59509o0703o
3,2,o,a59871o0743,02354,02a59871o0743o
3,2,c,a59821o0781,05598,02a59821o0781c
3,2,o,a59868o0822,07907,02a59868o0822o
3,2,o,a59885o0293,08408,02a59885o0293o
3,2,o,a59898o0309,02964,02a59898o0309o
3,2,o,a59885o0293,07793,02a59885o0293o
3,2,o,a60023o0811,01993,02a60023o0811o
3,2,o,a59488o0374,00710,02a59488o0374o
3,2,c,a59870o0487,04321,02a59870o0487c
3,2,c,a59676o0071,00687,02a59676o0071c
3,2,c,a59880o0148,03784,02a59880o0148c
3,2,c,a59873o0046,04430,02a59873o0046c
3,2,o,a59898o0309,06509,02a59898o0309o
3,2,c,a59665o0232,00696,02a59665o0232c
3,2,o,a59898o0212,05768,02a59898o0212o
3,2,o,a59885o0337,00217,02a59885o0337o
3,2,c,a60049o0558,03016,02a60049o0558c
3,2,o,a59222o0997,02789,02a59222o0997o
3,2,c,a59868o0062,07335,02a59868o0062c
3,2,o,a60027o0409,03216,02a60027o0409o
3,2,o,a59885o0293,01380,02a59885o0293o
3,2,o,a60039o0689,03716,02a60039o0689o
3,2,o,a60023o0811,06943,02a60023o0811o
3,2,o,a59518o0740,04690,02a59518o0740o
3,2,o,a60024o0473,03990,02a60024o0473o
3,2,o,a59916o0061,04552,02a59916o0061o
3,2,o,a60028o0658,04306,02a60028o0658o
3,2,o,a59884o0280,00902,02a59884o0280o
3,2,o,a60039o0730,05397,02a60039o0730o
3,2,c,a59868o0062,08705,02a59868o0062c
3,2,c,a59457o0318,04173,02a59457o0318c
3,2,o,a59607o0239,03206,02a59607o0239o
3,2,c,a59677o0193,07205,02a59677o0193c
3,2,o,a60034o0594,00063,02a60034o0594o
3,2,o,a59902o0604,01955,02a59902o0604o
3,2,c,a59665o0232,02787,02a59665o0232c
3,2,o,a60039o0709,08700,02a60039o0709o
3,2,c,a59665o0232,03346,02a59665o0232c
3,2,o,a60028o0591,03469,02a60028o0591o
3,2,o,a59426o0161,04629,02a59426o0161o
3,2,c,a59769o0635,00827,02a59769o0635c
3,2,o,a60029o0575,02100,02a60029o0575o
3,2,o,a60028o0598,03123,02a60028o0598o
3,2,o,a59126o0175,17550,02a59126o0175o
3,2,o,a59898o0212,01689,02a59898o0212o
3,2,c,a59665o0232,02308,02a59665o0232c
3,2,o,a60028o0658,03532,02a60028o0658o
3,2,o,a59126o0175,19118,02a59126o0175o
3,2,c,a59082o0601,03067,02a59082o0601c
3,2,o,a59420o0758,03227,02a59420o0758o
3,2,o,a60039o0689,03622,02a60039o0689o
3,2,o,a59873o0258,00168,02a59873o0258o
3,2,o,a59095o0617,02713,02a59095o0617o
3,2,o,a57365o0212,09933,02a57365o0212o
3,2,c,a57778o0667,03540,02a57778o0667c
3,2,c,a59665o0232,00430,02a59665o0232c
3,2,o,a59917o0255,07538,02a59917o0255o
3,2,o,a59916o0061,13139,02a59916o0061o
3,2,o,a59429o0348,04181,02a59429o0348o
3,2,c,a60049o0558,04892,02a60049o0558c
3,2,o,a57440o0638,00243,02a57440o0638o
3,2,c,a59082o0601,03845,02a59082o0601c
3,2,o,a60023o0791,00925,02a60023o0791o
3,2,o,a60024o0473,00505,02a60024o0473o
3,2,o,a60022o0608,01629,02a60022o0608o
3,2,o,a59509o0703,01101,02a59509o0703o
3,2,o,a59913o0653,03242,02a59913o0653o
3,2,c,a57870o0572,11433,02a57870o0572c
3,2,o,a60082o0332,06033,02a60082o0332o
3,2,o,a60067o0431,03487,02a60067o0431o
3,2,o,a59541o0093,05721,02a59541o0093o
3,2,c,a59665o0232,04218,02a59665o0232c
3,2,o,a60020o0755,04394,02a60020o0755o
3,2,c,a59676o0071,03006,02a59676o0071c
3,2,o,a59607o0239,02881,02a59607o0239o
3,2,c,a59677o0193,06157,02a59677o0193c
3,2,c,a59885o0599,03939,02a59885o0599c
3,2,c,a58279o0043,01729,02a58279o0043c
3,2,o,a59429o0348,06144,02a59429o0348o
3,2,c,a59882o0623,02662,02a59882o0623c
3,2,c,a59677o0193,04693,02a59677o0193c
3,2,o,a59244o0358,04085,02a59244o0358o
3,2,o,a60071o0407,01287,02a60071o0407o
3,2,o,a60009o0625,05971,02a60009o0625o
3,2,c,a59868o0366,00743,02a59868o0366c
3,2,o,a59509o0703,05010,02a59509o0703o
3,2,c,a59868o0366,03473,02a59868o0366c
3,2,c,a59665o0232,02541,02a59665o0232c
3,2,o,a60022o0845,04626,02a60022o0845o
3,2,o,a59633o0648,01027,02a59633o0648o
3,2,c,a57778o0668,00010,02a57778o0668c
3,2,o,a59246o0740,00515,02a59246o0740o
3,2,o,a57413o0614,02748,02a57413o0614o
3,2,o,a59896o0166,02867,02a59896o0166o
3,2,o,a57365o0266,03222,02a57365o0266o
3,2,o,a59488o0374,00882,02a59488o0374o
3,2,o,a60082o0332,05040,02a60082o0332o
3,2,o,a59541o0093,00644,02a59541o0093o
3,2,o,a60082o0332,00058,02a60082o0332o
3,2,c,a59677o0193,04183,02a59677o0193c
3,2,c,a59676o0071,00824,02a59676o0071c
3,2,o,a59546o0259,04931,02a59546o0259o
3,2,c,a59868o0382,02924,02a59868o0382c
3,2,o,a59319o0135,02357,02a59319o0135o
3,2,o,a59541o0093,00698,02a59541o0093o
3,2,c,a59676o0071,05508,02a59676o0071c
3,2,o,a60022o0608,00521,02a60022o0608o
3,2,o,a59487o0740,02354,02a59487o0740o
3,2,o,a57470o0083,06316,02a57470o0083o
3,2,c,a59821o0781,00933,02a59821o0781c
3,2,c,a59676o0071,00332,02a59676o0071c
3,2,o,a59917o0255,00856,02a59917o0255o
3,2,c,a59868o0366,02298,02a59868o0366c
3,2,o,a58920o0249,00372,02a58920o0249o
3,2,c,a58435o0932,02153,02a58435o0932c
3,2,o,a60017o0328,03728,02a60017o0328o
3,2,c,a59868o0062,03662,02a59868o0062c
3,2,o,a59868o0714,02936,02a59868o0714o
3,2,o,a59908o0086,04934,02a59908o0086o
3,2,c,a59676o0071,02976,02a59676o0071c
3,2,o,a60067o0381,01470,02a60067o0381o
3,2,o,a59892o0446,02083,02a59892o0446o
3,2,o,a60017o0332,00899,02a60017o0332o
3,2,o,a59519o0866,03743,02a59519o0866o
3,2,o,a60039o0689,02070,02a60039o0689o
3,2,c,a57981o0046,17891,02a57981o0046c
3,2,c,a59868o0062,13942,02a59868o0062c
3,2,o,a60039o0689,04565,02a60039o0689o
3,2,o,a60082o0294,01696,02a60082o0294o
3,2,o,a57364o0284,08953,02a57364o0284o
3,2,c,a59676o0071,04666,02a59676o0071c
3,2,o,a59509o0703,02999,02a59509o0703o
3,2,o,a59069o0816,00212,02a59069o0816o
3,2,o,a60082o0294,04867,02a60082o0294o
3,2,c,a59665o0232,00881,02a59665o0232c
3,2,c,a59115o0640,00138,02a59115o0640c
3,2,o,a59869o0625,04664,02a59869o0625o
3,2,o,a59916o0157,00615,02a59916o0157o
3,2,o,a59916o0157,04994,02a59916o0157o
3,2,c,a59677o0193,06569,02a59677o0193c
3,2,o,a59898o0212,05001,02a59898o0212o
3,2,c,a59676o0071,00229,02a59676o0071c
3,2,o,a59898o0199,00284,02a59898o0199o
3,2,c,a59665o0232,03992,02a59665o0232c
3,2,o,a59606o0232,00882,02a59606o0232o
3,2,o,a59546o0259,04163,02a59546o0259o
3,2,o,a57532o0154,00052,02a57532o0154o
3,2,c,a59870o0128,05466,02a59870o0128c
3,2,o,a60020o0755,04989,02a60020o0755o
3,2,o,a59896o0281,00385,02a59896o0281o
3,2,o,a60067o0438,02673,02a60067o0438o
3,2,c,a59665o0232,00463,02a59665o0232c
3,2,o,a59884o0298,03294,02a59884o0298o
3,2,o,a59872o0749,01643,02a59872o0749o
3,2,o,a59541o0093,01018,02a59541o0093o
3,2,c,a57981o0046,14160,02a57981o0046c
3,2,o,a57532o0154,02252,02a57532o0154o
3,2,o,a60020o0765,05679,02a60020o0765o
3,2,o,a59509o0703,02833,02a59509o0703o
3,2,o,a59487o0740,00673,02a59487o0740o
3,2,o,a60029o0712,01457,02a60029o0712o
3,2,c,a59676o0071,03296,02a59676o0071c
3,2,o,a60021o0650,02060,02a60021o0650o
3,2,o,a59841o0822,05306,02a59841o0822o
3,2,c,a59665o0232,04474,02a59665o0232c
3,2,o,a60059o0301,01225,02a60059o0301o
3,2,o,a59541o0093,05625,02a59541o0093o
3,2,c,a59868o0062,13706,02a59868o0062c
3,2,c,a59869o0418,05811,02a59869o0418c
3,2,o,a60082o0294,00308,02a60082o0294o
3,2,o,a59546o0259,04319,02a59546o0259o
3,2,c,a59462o0296,03107,02a59462o0296c
3,2,o,a60039o0709,05552,02a60039o0709o
3,2,o,a60039o0730,05557,02a60039o0730o
3,2,o,a57440o0638,03063,02a57440o0638o
3,2,o,a59478o0364,00035,02a59478o0364o
3,2,c,a57981o0046,12870,02a57981o0046c
3,2,o,a59222o1012,02310,02a59222o1012o
3,2,c,a59677o0193,04086,02a59677o0193c
3,2,o,a60023o0811,04390,02a60023o0811o
3,2,o,a59886o0342,00359,02a59886o0342o
3,2,o,a60034o0815,23721,02a60034o0815o
3,2,o,a60029o0538,01716,02a60029o0538o
3,2,c,a59881o0592,15103,02a59881o0592c
3,2,o,a58413o0377,03304,02a58413o0377o
3,2,c,a59754o0164,01295,02a59754o0164c
3,2,c,a59223o0121,00591,02a59223o0121c
3,2,o,a60034o0783,10940,02a60034o0783o
3,2,o,a60027o0409,00194,02a60027o0409o
3,2,o,a60039o0689,03920,02a60039o0689o
3,2,o,a60028o0598,01321,02a60028o0598o
3,2,c,a59884o0506,02334,02a59884o0506c
3,2,o,a59917o0255,07217,02a59917o0255o
3,2,c,a59289o0105,07436,02a59289o0105c
3,2,o,a59222o1012,00508,02a59222o1012o
3,2,c,a59677o0193,05539,02a59677o0193c
3,2,o,a59222o0997,02641,02a59222o0997o
3,2,o,a57414o0749,04537,02a57414o0749o
3,2,o,a59898o0212,07911,02a59898o0212o
3,2,o,a59183o0268,03674,02a59183o0268o
3,2,o,a59917o0255,07389,02a59917o0255o
3,2,o,a59488o0374,03838,02a59488o0374o
3,2,o,a59478o0364,00621,02a59478o0364o
3,2,o,a59625o0510,01149,02a59625o0510o
3,2,c,a59754o0164,00165,02a59754o0164c
3,2,o,a60029o0538,00072,02a60029o0538o
3,2,o,a60032o0185,04450,02a60032o0185o
3,2,o,a60082o0294,05211,02a60082o0294o
3,2,o,a60029o0470,01569,02a60029o0470o
3,2,o,a60082o0311,02641,02a60082o0311o
3,2,c,a59872o0386,02139,02a59872o0386c
3,2,o,a60086o0251,00279,02a60086o0251o
3,2,c,a59676o0071,01256,02a59676o0071c
3,2,o,a60020o0765,05476,02a60020o0765o
3,2,o,a59509o0703,02919,02a59509o0703o
3,2,o,a60039o0689,04398,02a60039o0689o
3,2,c,a59289o0105,08207,02a59289o0105c
3,2,o,a59519o0866,06163,02a59519o0866o
3,2,o,a57532o0171,03330,02a57532o0171o
3,2,o,a59899o0029,07557,02a59899o0029o
3,2,o,a59896o0248,02918,02a59896o0248o
3,2,o,a60020o0765,00072,02a60020o0765o
3,2,o,a59841o0822,08052,02a59841o0822o
3,2,o,a60028o0651,03727,02a60028o0651o
3,2,o,a59518o0740,01971,02a59518o0740o
3,2,o,a59356o0096,00770,02a59356o0096o
3,2,o,a60009o0625,13482,02a60009o0625o
3,2,o,a59916o0061,11067,02a59916o0061o
3,2,o,a59885o0293,05204,02a59885o0293o
3,2,o,a59546o0259,02522,02a59546o0259o
3,2,o,a60039o0730,06984,02a60039o0730o
3,2,o,a59886o0342,01585,02a59886o0342o
3,2,o,a60023o0461,00431,02a60023o0461o
3,2,o,a60021o0662,02673,02a60021o0662o
3,2,c,a59868o0382,06429,02a59868o0382c
3,2,o,a59885o0250,00002,02a59885o0250o
3,2,o,a59914o0640,14974,02a59914o0640o
3,2,o,a57413o0614,03592,02a57413o0614o
3,2,o,a60039o0730,05286,02a60039o0730o
3,2,c,a59665o0232,01547,02a59665o0232c
3,2,o,a59885o0337,03526,02a59885o0337o
3,2,o,a59916o0061,13110,02a59916o0061o
3,2,o,a60039o0730,07005,02a60039o0730o
3,2,o,a60022o0511,02442,02a60022o0511o
3,2,o,a59541o0093,01617,02a59541o0093o
3,2,o,a59896o0235,01460,02a59896o0235o
3,2,c,a59677o0193,07102,02a59677o0193c
3,2,o,a59183o0268,00562,02a59183o0268o
3,2,c,a59461o0308,00223,02a59461o0308c
3,2,o,a59509o0703,05175,02a59509o0703o
3,2,o,a60039o0730,07506,02a60039o0730o
3,2,c,a59082o0601,00705,02a59082o0601c
3,2,c,a57981o0046,15435,02a57981o0046c
3,2,c,a59754o0164,01484,02a59754o0164c
3,2,o,a59873o0258,10574,02a59873o0258o
3,2,o,a59627o0226,11867,02a59627o0226o
3,2,o,a59627o0226,11099,02a59627o0226o
3,2,o,a60039o0696,06011,02a60039o0696o
3,2,c,a60057o0516,00035,02a60057o0516c
3,2,o,a60028o0598,00817,02a60028o0598o
3,2,c,a59876o0741,01844,02a59876o0741c
3,2,o,a60039o0709,08181,02a60039o0709o
3,2,c,a59222o0711,03265,02a59222o0711c
3,2,o,a59884o0369,03290,02a59884o0369o
3,2,o,a59892o0528,03454,02a59892o0528o
3,2,o,a60027o0481,00131,02a60027o0481o
3,2,c,a59457o0318,02998,02a59457o0318c
3,2,o,a59541o0093,03412,02a59541o0093o
3,2,o,a57440o0638,00807,02a57440o0638o
3,2,c,a59868o0062,05076,02a59868o0062c
3,2,o,a59841o0822,05556,02a59841o0822o
3,2,o,a59625o0510,02550,02a59625o0510o
3,2,o,a60082o0311,01119,02a60082o0311o
3,2,o,a59543o0531,00363,02a59543o0531o
3,2,o,a59222o1012,02469,02a59222o1012o
3,2,c,a59665o0232,03935,02a59665o0232c
3,2,c,a59876o0743,02294,02a59876o0743c
3,2,c,a59461o0308,01948,02a59461o0308c
3,2,o,a59902o0604,01329,02a59902o0604o
3,2,o,a60039o0689,03574,02a60039o0689o
3,2,o,a59481o0927,20233,02a59481o0927o
3,2,c,a59665o0232,03153,02a59665o0232c
3,2,o,a59884o0280,03521,02a59884o0280o
3,2,c,a59876o0335,02960,02a59876o0335c
3,2,c,a59870o0128,05145,02a59870o0128c
3,2,o,a60020o0765,05583,02a60020o0765o
3,2,o,a60021o0546,02244,02a60021o0546o
3,2,c,a59880o0217,01360,02a59880o0217c
3,2,o,a60039o0709,04072,02a60039o0709o
3,2,c,a59289o0105,12542,02a59289o0105c
3,2,o,a59913o0653,04379,02a59913o0653o
3,2,o,a57413o0614,05943,02a57413o0614o
3,2,o,a59917o0255,07444,02a59917o0255o
3,2,o,a60039o0730,05428,02a60039o0730o
3,2,o,a59841o0822,07628,02a59841o0822o
3,2,o,a59183o0268,03510,02a59183o0268o
3,2,o,a60017o0332,00769,02a60017o0332o
3,2,o,a57440o0638,02793,02a57440o0638o
3,2,o,a60026o0265,00055,02a60026o0265o
3,2,o,a60009o0625,01327,02a60009o0625o
3,2,o,a58413o0377,02688,02a58413o0377o
3,2,c,a59821o0781,00005,02a59821o0781c
3,2,o,a59244o0941,01705,02a59244o0941o
3,2,c,a57981o0046,04093,02a57981o0046c
3,2,o,a59898o0309,02120,02a59898o0309o
3,2,o,a59183o0268,04085,02a59183o0268o
3,2,o,a60039o0730,04469,02a60039o0730o
3,2,o,a59519o0866,05981,02a59519o0866o
3,2,c,a59676o0071,00778,02a59676o0071c
3,2,c,a59015o0101,03185,02a59015o0101c
3,2,o,a59916o0017,08313,02a59916o0017o
3,2,o,a59898o0309,01109,02a59898o0309o
3,2,o,a59183o0268,01983,02a59183o0268o
3,2,o,a60034o0815,14612,02a60034o0815o
3,2,o,a59606o0232,06176,02a59606o0232o
3,2,c,a59462o0296,02571,02a59462o0296c
3,2,o,a59509o0703,04901,02a59509o0703o
3,2,o,a59183o0268,03732,02a59183o0268o
3,2,o,a59917o0255,06559,02a59917o0255o
3,2,c,a59677o0193,04472,02a59677o0193c
3,2,c,a59082o0635,04386,02a59082o0635c
3,2,o,a59183o0268,00046,02a59183o0268o
3,2,c,a59457o0318,06174,02a59457o0318c
3,2,c,a59082o0635,01208,02a59082o0635c
3,2,c,a59015o0101,02846,02a59015o0101c
3,2,o,a60020o0765,00671,02a60020o0765o
3,2,o,a59917o0255,01298,02a59917o0255o
3,2,o,a59917o0255,07616,02a59917o0255o
3,2,c,a59665o0232,04090,02a59665o0232c
3,2,c,a57981o0046,00970,02a57981o0046c
3,2,o,a59543o0531,05492,02a59543o0531o
3,2,o,a59609o0407,02351,02a59609o0407o
3,2,o,a60039o0696,04467,02a60039o0696o
3,2,o,a59873o0265,11011,02a59873o0265o
3,2,o,a60022o0468,00073,02a60022o0468o
3,2,o,a59913o0475,12899,02a59913o0475o
3,2,o,a59426o0161,03498,02a59426o0161o
3,2,o,a60027o0481,04632,02a60027o0481o
3,2,o,a60082o0311,05191,02a60082o0311o
3,2,o,a60082o0311,00068,02a60082o0311o
3,2,c,a57778o0668,02001,02a57778o0668c
3,2,o,a59546o0259,02530,02a59546o0259o
3,2,c,a59665o0232,00503,02a59665o0232c
3,2,o,a60028o0658,01309,02a60028o0658o
3,2,o,a59908o0086,04926,02a59908o0086o
3,2,c,a59461o0308,03404,02a59461o0308c
3,2,o,a59884o0484,04229,02a59884o0484o
3,2,c,a59873o0046,01222,02a59873o0046c
3,2,c,a59870o0128,03005,02a59870o0128c
3,2,o,a59917o0255,07103,02a59917o0255o
3,2,o,a60039o0689,02714,02a60039o0689o
3,2,c,a59780o0149,02140,02a59780o0149c
3,2,o,a60022o0845,21673,02a60022o0845o
3,2,o,a59873o0258,00060,02a59873o0258o
3,2,o,a60022o0442,00202,02a60022o0442o
3,2,o,a60039o0709,04467,02a60039o0709o
3,2,o,a59518o0740,00734,02a59518o0740o
3,2,c,a59198o0238,00096,02a59198o0238c
3,2,o,a57523o0061,02078,02a57523o0061o
3,2,o,a59908o0108,01755,02a59908o0108o
3,2,o,a59609o0407,02050,02a59609o0407o
3,2,c,a59868o0366,02190,02a59868o0366c
3,2,o,a57413o0614,03591,02a57413o0614o
3,2,o,a59487o0740,00600,02a59487o0740o
3,2,c,a60105o0206,04297,02a60105o0206c
3,2,o,a59917o0255,06232,02a59917o0255o
3,2,o,a59546o0259,05049,02a59546o0259o
3,2,c,a59251o0430,05191,02a59251o0430c
3,2,o,a59607o0239,04790,02a59607o0239o
3,2,o,a59892o0528,03869,02a59892o0528o
3,2,c,a58279o0043,05640,02a58279o0043c
3,2,o,a59478o0364,02874,02a59478o0364o
3,2,o,a59873o0265,05979,02a59873o0265o
3,2,o,a60034o0594,00051,02a60034o0594o
3,2,c,a59223o0483,05976,02a59223o0483c
3,2,c,a60051o0612,03997,02a60051o0612c
3,2,o,a60039o0730,05638,02a60039o0730o
3,2,c,a59289o0105,12337,02a59289o0105c
3,2,c,a57981o0020,05227,02a57981o0020c
3,2,c,a59870o0487,03366,02a59870o0487c
3,2,o,a59543o0531,01545,02a59543o0531o
3,2,o,a60086o0251,00002,02a60086o0251o
3,2,o,a59898o0212,01054,02a59898o0212o
3,2,o,a59607o0239,06203,02a59607o0239o
3,2,o,a60015o0756,06723,02a60015o0756o
3,2,c,a59676o0071,04255,02a59676o0071c
3,2,c,a59870o0487,03592,02a59870o0487c
3,2,o,a59426o0161,03809,02a59426o0161o
3,2,c,a59677o0193,03338,02a59677o0193c
3,2,c,a59015o0101,00385,02a59015o0101c
3,2,o,a60039o0730,03533,02a60039o0730o
3,2,c,a59870o0128,02096,02a59870o0128c
3,2,o,a59884o0469,03280,02a59884o0469o
3,2,c,a59870o0128,06180,02a59870o0128c
3,2,o,a60082o0311,06429,02a60082o0311o
3,2,c,a59677o0193,07224,02a59677o0193c
3,2,o,a59914o0559,07313,02a59914o0559o
3,2,o,a59896o0248,01044,02a59896o0248o
3,2,o,a57365o0266,03368,02a57365o0266o
3,2,o,a59914o0683,13990,02a59914o0683o
3,2,o,a60082o0311,04286,02a60082o0311o
3,2,c,a59676o0071,04542,02a59676o0071c
3,2,o,a59884o0469,01202,02a59884o0469o
3,2,c,a59677o0193,06057,02a59677o0193c
3,2,o,a60082o0294,00912,02a60082o0294o
3,2,o,a60017o0332,04105,02a60017o0332o
3,2,c,a59880o0156,01562,02a59880o0156c
3,2,o,a60039o0709,02021,02a60039o0709o
3,2,o,a59627o0226,01182,02a59627o0226o
3,2,o,a59087o0260,11408,02a59087o0260o
3,2,o,a60023o0791,00030,02a60023o0791o
3,2,o,a59916o0017,02696,02a59916o0017o
3,2,c,a59873o0046,04472,02a59873o0046c
3,2,o,a60022o0539,02017,02a60022o0539o
3,2,c,a59665o0232,04010,02a59665o0232c
3,2,o,a57364o0284,06239,02a57364o0284o
3,2,c,a59676o0071,04246,02a59676o0071c
3,2,o,a60028o0651,04038,02a60028o0651o
3,2,c,a59677o0193,02533,02a59677o0193c
3,2,c,a59676o0071,02694,02a59676o0071c
3,2,o,a60022o0442,00529,02a60022o0442o
3,2,o,a59478o0364,00310,02a59478o0364o
3,2,c,a59677o0193,07123,02a59677o0193c
3,2,o,a59607o0239,01383,02a59607o0239o
3,2,o,a59916o0157,02074,02a59916o0157o
3,2,o,a60082o0332,03207,02a60082o0332o
3,2,o,a57364o0284,08943,02a57364o0284o
3,2,o,a60029o0538,03592,02a60029o0538o
3,2,o,a59564o0168,03922,02a59564o0168o
3,2,o,a59625o0510,02972,02a59625o0510o
3,2,c,a59882o0623,04844,02a59882o0623c
3,2,c,a59868o0062,00010,02a59868o0062c
3,2,o,a59564o0168,00392,02a59564o0168o
3,2,o,a60039o0689,04195,02a60039o0689o
3,2,c,a59998o0623,05505,02a59998o0623c
3,2,o,a59478o0364,00498,02a59478o0364o
3,2,o,a59633o0648,02593,02a59633o0648o
3,2,o,a60017o0332,00028,02a60017o0332o
3,2,c,a60057o0627,04273,02a60057o0627c
3,2,o,a60029o0470,01424,02a60029o0470o
3,2,o,a60039o0730,03079,02a60039o0730o
3,2,o,a60022o0468,03769,02a60022o0468o
3,2,o,a57532o0171,01242,02a57532o0171o
3,2,o,a59916o0157,00682,02a59916o0157o
3,2,o,a60021o0546,02789,02a60021o0546o
3,2,c,a59876o0536,02278,02a59876o0536c
3,2,c,a59133o0359,02600,02a59133o0359c
3,2,c,a59616o0728,03181,02a59616o0728c
3,2,c,a59880o0031,05122,02a59880o0031c
3,2,c,a59869o0418,04131,02a59869o0418c
3,2,o,a59509o0703,04580,02a59509o0703o
3,2,c,a57778o0692,01610,02a57778o0692c
3,2,c,a59885o0599,03349,02a59885o0599c
3,2,o,a60031o0815,06404,02a60031o0815o
3,2,o,a60017o0332,04220,02a60017o0332o
3,2,o,a59868o0822,04017,02a59868o0822o
3,2,o,a59913o0653,00423,02a59913o0653o
3,2,c,a59133o0359,00001,02a59133o0359c
3,2,c,a59677o0193,06708,02a59677o0193c
3,2,o,a59873o0265,05853,02a59873o0265o
3,2,o,a60022o0442,00968,02a60022o0442o
3,2,o,a60022o0608,00104,02a60022o0608o
3,2,c,a59677o0193,07113,02a59677o0193c
3,2,o,a60029o0470,00030,02a60029o0470o
3,2,c,a60105o0206,04912,02a60105o0206c
3,2,o,a59543o0531,04893,02a59543o0531o
3,2,o,a59519o0866,02645,02a59519o0866o
3,2,o,a59541o0093,01567,02a59541o0093o
3,2,c,a59676o0071,04899,02a59676o0071c
3,2,o,a59246o0740,00974,02a59246o0740o
3,2,c,a59082o0601,02597,02a59082o0601c
3,2,o,a60023o0811,01570,02a60023o0811o
3,2,c,a59665o0232,00700,02a59665o0232c
3,2,c,a59824o0771,03733,02a59824o0771c
3,2,c,a57870o0572,06152,02a57870o0572c
3,2,o,a59898o0199,02836,02a59898o0199o
3,2,o,a58413o0441,00365,02a58413o0441o
3,2,o,a60039o0730,07896,02a60039o0730o
3,2,c,a59868o0062,03849,02a59868o0062c
3,2,o,a57440o0638,03068,02a57440o0638o
3,2,o,a59884o0369,03269,02a59884o0369o
3,2,o,a59873o0265,11050,02a59873o0265o
3,2,c,a59876o0536,02077,02a59876o0536c
3,2,c,a59677o0193,05508,02a59677o0193c
3,2,o,a59426o0161,03359,02a59426o0161o
3,2,c,a60057o0516,02134,02a60057o0516c
3,2,o,a59872o0749,01855,02a59872o0749o
3,2,c,a57981o0046,12504,02a57981o0046c
3,2,o,a59429o0348,00368,02a59429o0348o
3,2,c,a59665o0232,00513,02a59665o0232c
3,2,c,a57981o0046,17859,02a57981o0046c
3,2,o,a59908o0108,03254,02a59908o0108o
3,2,o,a57413o0626,06982,02a57413o0626o
3,2,c,a59882o0356,03160,02a59882o0356c
3,2,o,a60021o0856,05174,02a60021o0856o
3,2,o,a60028o0658,01459,02a60028o0658o
3,2,c,a59677o0193,00011,02a59677o0193c
3,2,o,a60039o0730,00954,02a60039o0730o
3,2,c,a59876o0743,02701,02a59876o0743c
3,2,c,a59015o0101,02368,02a59015o0101c
3,2,o,a59244o0941,02466,02a59244o0941o
3,2,o,a60082o0311,02296,02a60082o0311o
3,2,c,a59635o0219,08975,02a59635o0219c
3,2,o,a59478o0364,04781,02a59478o0364o
3,2,o,a59478o0364,04847,02a59478o0364o
3,2,o,a60028o0651,04058,02a60028o0651o
3,2,c,a59677o0193,05431,02a59677o0193c
3,2,o,a59244o0358,05495,02a59244o0358o
3,2,c,a57981o0020,13690,02a57981o0020c
3,2,o,a59913o0653,04164,02a59913o0653o
3,2,c,a59677o0193,07222,02a59677o0193c
3,2,c,a59998o0623,04668,02a59998o0623c
3,2,c,a59868o0062,02615,02a59868o0062c
3,2,o,a60034o0594,01066,02a60034o0594o
3,2,c,a59677o0193,00410,02a59677o0193c
3,2,o,a59509o0703,00570,02a59509o0703o
3,2,o,a59628o0339,08540,02a59628o0339o
3,2,c,a59455o0269,22109,02a59455o0269c
3,2,c,a59870o0487,02871,02a59870o0487c
3,2,o,a60039o0696,04619,02a60039o0696o
3,2,o,a59478o0373,01781,02a59478o0373o
3,2,o,a60067o0431,00049,02a60067o0431o
3,2,o,a59869o0500,03983,02a59869o0500o
3,2,o,a59917o0425,08156,02a59917o0425o
3,2,o,a59607o0239,06003,02a59607o0239o
3,2,o,a59564o0168,01081,02a59564o0168o
3,2,o,a59478o0364,01595,02a59478o0364o
3,2,c,a57981o0046,10802,02a57981o0046c
3,2,o,a60039o0709,07900,02a60039o0709o
3,2,o,a59899o0029,00275,02a59899o0029o
3,2,o,a57532o0154,05125,02a57532o0154o
3,2,c,a59676o0071,05244,02a59676o0071c
3,2,o,a60009o0625,12634,02a60009o0625o
3,2,o,a60059o0301,02784,02a60059o0301o
3,2,o,a59541o0093,03632,02a59541o0093o
3,2,o,a60015o0756,06757,02a60015o0756o
3,2,o,a59543o0531,06480,02a59543o0531o
3,2,o,a59426o0161,02492,02a59426o0161o
3,2,o,a60022o0845,22099,02a60022o0845o
3,2,o,a59036o0466,01274,02a59036o0466o
3,2,c,a59455o0269,24621,02a59455o0269c
3,2,o,a59917o0255,07353,02a59917o0255o
